Наименование,Дата поставки,Дата заказа,Срок поставки,Плановый срок поставки,Регион,Объем заказа,"Цена, руб",Условия платежа,НРП - нерегламентная потребность (внеплановая закупка),Поставщик
Втулка шлицевая 3550.05.02.015-01 ,2020-08-05 00:00:00,2020-05-12 00:00:00,85,70,Республика Карелия,1,"57324,84076",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
Вал 3572.05.10.150,2020-07-20 00:00:00,2020-05-12 00:00:00,69,220,Мурманская область,1,"224416,3248",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,2569
Палец 01.3712-УР20КМ,2020-07-05 00:00:00,2020-05-12 00:00:00,54,45,Республика Карелия,50,"2675,159236",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Палец 00.3712-УР20КМ,2020-07-05 00:00:00,2020-05-12 00:00:00,54,45,Республика Карелия,10,"3407,643312",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Палец 3550.05.13.003 ,2020-08-14 00:00:00,2020-05-14 00:00:00,92,70,Республика Карелия,10,"3407,643312",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Вал 3572.05.10.150,2020-07-10 00:00:00,2020-05-14 00:00:00,57,220,Республика Карелия,1,"194267,5159",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Колесо 3544.15.00.005,2020-07-05 00:00:00,2020-05-14 00:00:00,52,100,Мурманская область,1,"164331,2102",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Вал 3572.05.10.200,2020-07-20 00:00:00,2020-05-15 00:00:00,66,220,Мурманская область,1,"265173,2484",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,2569
Звездочка 3593.28.01.450,2020-06-30 00:00:00,2020-05-18 00:00:00,43,60,Республика Карелия,2,"21611,46497",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,1,3547
Колесо 3519.05.02.006,2020-06-20 00:00:00,2020-05-22 00:00:00,29,220,Республика Карелия,1,"372611,465",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
Зуб 1085.52.05-1,2020-08-05 00:00:00,2020-05-25 00:00:00,72,75,Вологодская область,10,"9388,535032",,,3989
Колесо 3536.08.01.300,2021-02-01 00:00:00,2020-05-27 00:00:00,250,240,Мурманская область,1,"200636,9427",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Вант стрелы 00.1606.36 ,2020-08-05 00:00:00,2020-05-27 00:00:00,70,60,Республика Карелия,4,"459327,3885",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,2691
Блок управления ЮР-2990,2020-11-25 00:00:00,2020-05-29 00:00:00,180,240,Вологодская область,1,"72452,2293",,,3989
Пульт управления ПН-100 ,2020-08-05 00:00:00,2020-05-29 00:00:00,68,45,Вологодская область,1,"27707,00637",,,3989
Втулка 3536.01.01.006 ,2020-07-20 00:00:00,2020-05-29 00:00:00,52,60,Мурманская область,20,"2292,993631",,1,3952
Втулка 3536.24.00.202 ,2020-07-20 00:00:00,2020-05-29 00:00:00,52,60,Мурманская область,8,"7770,700637",,,3952
Втулка 3536.12.00.101 ,2020-07-20 00:00:00,2020-05-29 00:00:00,52,60,Мурманская область,8,"2219,745223",,,3952
Втулка 3536.12.00.201 ,2020-07-20 00:00:00,2020-05-29 00:00:00,52,60,Мурманская область,8,"2434,394904",,,3952
Командоконтроллер ЭК-8203А,2020-06-30 00:00:00,2020-05-29 00:00:00,32,55,Вологодская область,1,"8375,796178",,,3989
Зуб 1085.52.05-1,2020-06-30 00:00:00,2020-05-29 00:00:00,32,75,Вологодская область,8,"9388,535032",,,3989
Колесо 3536.08.01.300,2020-06-11 00:00:00,2020-05-29 00:00:00,13,240,Мурманская область,1,"200636,9427",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Компрессор 1080.19.100-1СБ ,2020-06-02 00:00:00,2020-05-29 00:00:00,4,30,Вологодская область,1,"89044,58599",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,3541
Втулка 3536.01.01.005,2020-07-15 00:00:00,2020-06-01 00:00:00,44,55,Мурманская область,10,"4802,547771",,,3952
Лестница 3550.17.03.200-01 ,2020-06-20 00:00:00,2020-06-01 00:00:00,19,45,Республика Карелия,1,"20891,71975",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Зуб 1085.52.05-1,2020-06-30 00:00:00,2020-06-03 00:00:00,27,75,Вологодская область,8,"9388,535032",,,3989
Компрессор 1080.19.100-1СБ ,2020-06-30 00:00:00,2020-06-03 00:00:00,27,30,Вологодская область,1,"96751,59236",,,3989
Ячейка ЯВВ-6-250-03,2020-11-10 00:00:00,2020-06-11 00:00:00,152,260,Республика Карелия,2,"875318,4713",ПРЕДОПЛАТА 100% в течение 10 дней с даты счета на предоплату ,,2882
Зуб 1085.52.05-1,2020-08-20 00:00:00,2020-06-11 00:00:00,70,75,Вологодская область,10,"9388,535032",,,3989
Колесо 3519.05.02.006,2020-12-15 00:00:00,2020-06-17 00:00:00,181,220,Республика Карелия,1,"372611,465",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,1,4014
Вант стрелы 00.1606.49.1 ,2020-08-05 00:00:00,2020-06-18 00:00:00,48,70,Республика Карелия,2,"423353,5032",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,2691
Вант стрелы 00.1606.49.1 ,2020-07-15 00:00:00,2020-06-18 00:00:00,27,70,Республика Карелия,2,"423353,5032",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,2691
Колесо зубчатое 3537.67.01.033 ,2020-09-05 00:00:00,2020-06-19 00:00:00,78,150,Республика Карелия,1,"914210,1911",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3915
Контроллер ЮР-0638,2020-11-20 00:00:00,2020-06-22 00:00:00,151,290,Вологодская область,1,"96337,57962",,,3989
Короб Рудгор 1305-17.00.0000КЛ-01,2020-09-25 00:00:00,2020-06-22 00:00:00,95,330,Республика Карелия,4,"140828,0255",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
Колесо зубчатое 3537.67.01.033 ,2020-08-20 00:00:00,2020-06-22 00:00:00,59,150,Республика Карелия,1,"931989,172",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
Вал 3572.05.10.150,2020-07-20 00:00:00,2020-06-22 00:00:00,28,220,Мурманская область,1,"194267,5159",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Кольцо 3536.05.02.004 ,2020-07-20 00:00:00,2020-06-22 00:00:00,28,30,Республика Карелия,4,"1424,203822",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
Перемычка ККПВ5.233.02.000-01 ОЭ,2020-07-15 00:00:00,2020-06-23 00:00:00,22,30,Мурманская область,1,"34713,3758",ПРЕДОПЛАТА 100% в течение 10 дней с даты счета на предоплату ,,2882
Зуб 1085.52.05-1,2020-07-10 00:00:00,2020-06-26 00:00:00,14,75,Вологодская область,8,"9388,535032",,,3989
Вант стрелы 00.1606.49.1 ,2020-09-20 00:00:00,2020-07-01 00:00:00,81,70,Республика Карелия,4,"423353,5032",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,2691
Подшипник 1080.75.301СБ,2020-08-01 00:00:00,2020-07-01 00:00:00,31,50,Вологодская область,1,"174407,6433",,1,3989
Колесо зубчатое 3537.67.01.033 ,2020-09-05 00:00:00,2020-07-08 00:00:00,59,150,Республика Карелия,1,"931989,172",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,1,4011
К-т ,2020-08-20 00:00:00,2020-07-08 00:00:00,43,30,Мурманская область,1,"185859,8726",ПРЕДОПЛАТА 100% в течение 10 дней с даты счета на предоплату ,1,2882
Втулка 1080.05.312,2020-11-10 00:00:00,2020-07-10 00:00:00,123,120,Вологодская область,4,"5382,165605",,,3989
Втулка 1080.75.312,2020-11-10 00:00:00,2020-07-10 00:00:00,123,130,Вологодская область,4,"6242,038217",,,3989
Гидроцилиндр 1080.30.100,2020-11-10 00:00:00,2020-07-10 00:00:00,123,120,Вологодская область,4,"5611,464968",,,3989
Палец 1080.28.31 ,2020-08-15 00:00:00,2020-07-10 00:00:00,36,30,Вологодская область,16,"509,5541401",,,3989
Вал 1080.33.51,2020-10-15 00:00:00,2020-07-15 00:00:00,92,130,Вологодская область,1,"42796,17834",,,3989
Втулка 1080.33.40,2020-10-15 00:00:00,2020-07-15 00:00:00,92,170,Вологодская область,2,"8901,273885",,,3989
Засов днища 11078.51.154СБ ,2020-09-05 00:00:00,2020-07-15 00:00:00,52,30,Республика Карелия,1,50000,ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Палец 00.3712-УР20КМ,2020-09-05 00:00:00,2020-07-15 00:00:00,52,45,Республика Карелия,150,"3407,643312",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Ползун 1080.75.307 ,2020-08-15 00:00:00,2020-07-15 00:00:00,31,60,Вологодская область,5,"8535,031847",,,3989
Зуб 1085.52.05-1,2020-10-02 00:00:00,2020-07-24 00:00:00,70,75,Вологодская область,10,"9388,535032",,,3989
Зуб 1085.52.05-1,2020-08-07 00:00:00,2020-07-24 00:00:00,14,75,Вологодская область,10,"9388,535032",,,3989
Хомут 1080.30.08-1 ,2020-09-25 00:00:00,2020-07-27 00:00:00,60,45,Вологодская область,2,"6751,592357",,,3989
Компрессор 1080.19.100-1СБ ,2020-08-25 00:00:00,2020-07-27 00:00:00,29,30,Вологодская область,1,"96751,59236",,,3989
Вал-шестерня 3550.11.01.002 ,2020-08-11 00:00:00,2020-07-27 00:00:00,15,130,Республика Карелия,2,"526296,8153",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
Шпилька 3550.05.00.012-03 ,2020-08-11 00:00:00,2020-07-27 00:00:00,15,45,Республика Карелия,16,"3154,77707",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,1,4011
Венец зубчатый 3549.05.00.081 ,2020-08-11 00:00:00,2020-07-27 00:00:00,15,180,Республика Карелия,1,"3856921,656",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
Ось 3519.21.00.025,2020-10-15 00:00:00,2020-08-05 00:00:00,71,180,Республика Карелия,6,"9299,363057",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
Вал 3536.11.01.002,2020-10-15 00:00:00,2020-08-05 00:00:00,71,280,Республика Карелия,2,"264331,2102",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,1,4014
Привод хода 3711.05.10.000 ,2020-08-10 00:00:00,2020-08-06 00:00:00,4,267,Республика Карелия,1,"8529803,822",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
Зуб 1085.52.05-1,2020-10-05 00:00:00,2020-08-07 00:00:00,59,75,Вологодская область,10,"9388,535032",,,3989
Колесо 3519.05.02.006,2020-10-05 00:00:00,2020-08-24 00:00:00,42,220,Республика Карелия,1,"372611,465",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
Колесо 3519.05.02.006,2020-09-10 00:00:00,2020-08-24 00:00:00,17,220,Республика Карелия,1,"372611,465",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,1,4014
Вал 3536.08.01.001,2020-09-30 00:00:00,2020-08-25 00:00:00,36,270,Мурманская область,1,"82802,54777",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
Зуб 1085.52.05-1,2020-11-10 00:00:00,2020-09-02 00:00:00,69,75,Вологодская область,10,"9388,535032",,,3989
Втулка 1080.33.41,2020-10-20 00:00:00,2020-09-02 00:00:00,48,90,Вологодская область,2,"3728,770701",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3353
Обойма 1080.33.82,2020-10-20 00:00:00,2020-09-02 00:00:00,48,90,Вологодская область,2,"3276,006369",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3353
Втулка 1080.05.311,2020-10-20 00:00:00,2020-09-02 00:00:00,48,120,Вологодская область,4,"3838,216561",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3353
Втулка 1080.33.39-1,2020-10-20 00:00:00,2020-09-02 00:00:00,48,90,Вологодская область,2,"12320,59236",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3353
Вал 1080.33.51-2 ,2020-10-20 00:00:00,2020-09-02 00:00:00,48,30,Вологодская область,1,"10350,31847",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,1,3353
Вал 1080.33.51-2 ,2020-09-30 00:00:00,2020-09-02 00:00:00,28,30,Вологодская область,1,"10350,31847",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3353
Колесо 3519.05.02.006,2021-02-10 00:00:00,2020-09-04 00:00:00,159,220,Республика Карелия,1,"372611,465",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
Кольцо 3536.05.02.004 ,2020-10-10 00:00:00,2020-09-07 00:00:00,33,30,Республика Карелия,3,"1424,203822",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
Колесо 3519.05.02.003,2020-12-05 00:00:00,2020-09-09 00:00:00,87,180,Республика Карелия,1,"540169,4268",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
Колесо 3536.08.01.300,2020-10-30 00:00:00,2020-09-09 00:00:00,51,240,Республика Карелия,2,"200636,9427",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Колесо 3536.08.01.300,2020-10-30 00:00:00,2020-09-09 00:00:00,51,240,Мурманская область,1,"200636,9427",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Вал 3532.10.01.011,2020-10-30 00:00:00,2020-09-09 00:00:00,51,160,Республика Карелия,1,"112101,9108",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
Колесо 3519.05.02.003,2020-10-20 00:00:00,2020-09-09 00:00:00,41,180,Республика Карелия,1,"540169,4268",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,1,4011
Кольцо 3536.05.02.004 ,2020-10-20 00:00:00,2020-09-09 00:00:00,41,30,Республика Карелия,3,"1424,203822",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
Сухарь 1080.30.05,2020-10-01 00:00:00,2020-09-09 00:00:00,22,60,Вологодская область,4,"2866,242038",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3353
Вал 3536.11.01.002,2020-10-01 00:00:00,2020-09-09 00:00:00,22,280,Республика Карелия,2,"264331,2102",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
